"","genenames"
"10674","ESD"
"10675","LINC00444"
"10676","LINC00562"
"10677","SUCLA2"
"10678","NUDT15"
"10679","MED4"
"10680","ITM2B"
"10681","LINC00441"
"10682","RB1"
"10683","LPAR6"
"10684","RCBTB2"
"10685","CYSLTR2"
"10686","RP11-156K23.3"
"10687","FNDC3A"
"10688","CDADC1"
"10689","CAB39L"
"10690","SETDB2"
"10691","PHF11"
"10692","RCBTB1"
"10693","ARL11"
"10694","EBPL"
"10695","KPNA3"
"10696","SPRYD7"
"10697","DLEU2"
"10698","TRIM13"
"10699","KCNRG"
"10700","DLEU1"
"10701","DLEU7"
"10702","RNASEH2B-AS1"
"10703","RNASEH2B"
"10704","INTS6"
"10705","INTS6-AS1"
"10706","WDFY2"
"10707","DHRS12"
"10708","RP11-327P2.5"
"10709","LINC00282"
"10710","ATP7B"
"10711","ALG11"
"10712","UTP14C"
"10713","NEK5"
"10714","NEK3"
"10715","THSD1"
"10716","VPS36"
"10717","RP11-245D16.4"
"10718","CKAP2"
"10719","HNRNPA1L2"
"10720","RP11-93H24.3"
"10721","SUGT1"
"10722","DIAPH3"
"10723","TDRD3"
"10724","PCDH9"
"10725","DACH1"
"10726","MZT1"
"10727","BORA"
"10728","DIS3"
"10729","PIBF1"
"10730","KLF5"
"10731","KLF12"
"10732","LINC00402"
"10733","TBC1D4"
"10734","COMMD6"
"10735","UCHL3"
"10736","LMO7"
"10737","KCTD12"
"10738","CLN5"
"10739","FBXL3"
"10740","MYCBP2"
"10741","MYCBP2-AS1"
"10742","SLAIN1"
"10743","RNF219"
"10744","RBM26"
"10745","RBM26-AS1"
"10746","NDFIP2"
"10747","SPRY2"
"10748","SLITRK5"
"10749","TGDS"
"10750","GPR180"
"10751","ABCC4"
"10752","CLDN10"
"10753","DNAJC3-AS1"
"10754","DNAJC3"
"10755","UGGT2"
"10756","MBNL2"
"10757","RAP2A"
"10758","IPO5"
"10759","FARP1"
"10760","STK24"
"10761","DOCK9"
"10762","DOCK9-AS2"
"10763","UBAC2-AS1"
"10764","UBAC2"
"10765","GPR18"
"10766","GPR183"
"10767","LINC00449"
"10768","TM9SF2"
"10769","CLYBL"
"10770","RP11-12G12.7"
"10771","PCCA"
"10772","GGACT"
"10773","TMTC4"
"10774","FGF14-AS2"
"10775","TPP2"
"10776","CCDC168"
"10777","TEX30"
"10778","KDELC1"
"10779","BIVM"
"10780","ERCC5"
"10781","EFNB2"
"10782","ARGLU1"
"10783","LIG4"
"10784","ABHD13"
"10785","TNFSF13B"
"10786","MYO16"
"10787","IRS2"
"10788","RAB20"
"10789","CARKD"
"10790","CARS2"
"10791","ING1"
"10792","ANKRD10"
"10793","RP11-365P13.5"
"10794","ARHGEF7"
"10795","TUBGCP3"
"10796","RP11-88E10.5"
"10797","ATP11A"
"10798","MCF2L"
"10799","MCF2L-AS1"
"10800","PCID2"
"10801","CUL4A"
"10802","LAMP1"
"10803","GRTP1"
"10804","ADPRHL1"
"10805","DCUN1D2"
"10806","TMCO3"
"10807","TFDP1"
"10808","TMEM255B"
"10809","GAS6-AS1"
"10810","GAS6"
"10811","LINC00565"
"10812","RASA3"
"10813","CDC16"
"10814","UPF3A"
"10815","CHAMP1"
"10816","TTC5"
"10817","CTD-2292M16.8"
"10818","CCNB1IP1"
"10819","RPPH1"
"10820","PARP2"
"10821","RP11-203M5.2"
"10822","TEP1"
"10823","OSGEP"
"10824","APEX1"
"10825","TMEM55B"
"10826","PNP"
"10827","RNASE4"
"10828","ANG"
"10829","RNASE6"
"10830","RP11-219E7.1"
"10831","RNASE1"
"10832","RNASE3"
"10833","RP11-84C10.2"
"10834","RNASE2"
"10835","METTL17"
"10836","NDRG2"
"10837","ARHGEF40"
"10838","ZNF219"
"10839","HNRNPC"
"10840","RPGRIP1"
"10841","SUPT16H"
"10842","CHD8"
"10843","RAB2B"
"10844","TOX4"
"10845","METTL3"
"10846","SALL2"
"10847","TRAV4"
"10848","TRAV5"
"10849","TRAV6"
"10850","TRAV8-2"
"10851","TRAV8-3"
"10852","TRAV13-1"
"10853","TRAV12-2"
"10854","TRAV8-5"
"10855","TRAV13-2"
"10856","TRAV14DV4"
"10857","TRAV8-6"
"10858","TRAV16"
"10859","TRAV17"
"10860","TRAV20"
"10861","TRAV23DV6"
"10862","TRAV30"
"10863","TRAV36DV7"
"10864","TRAV38-2DV8"
"10865","TRAV41"
"10866","TRDC"
"10867","TRAC"
"10868","AE000662.93"
"10869","AE000662.92"
"10870","DAD1"
"10871","ABHD4"
"10872","OXA1L"
"10873","SLC7A7"
"10874","MRPL52"
"10875","MMP14"
"10876","LRP10"
"10877","REM2"
"10878","RBM23"
"10879","PRMT5-AS1"
"10880","PRMT5"
"10881","HAUS4"
"10882","AJUBA"
"10883","RP11-298I3.4"
"10884","C14orf93"
"10885","PSMB5"
"10886","CDH24"
"10887","ACIN1"
"10888","C14orf119"
"10889","CEBPE"
"10890","SLC7A8"
"10891","HOMEZ"
"10892","PPP1R3E"
"10893","BCL2L2"
"10894","PABPN1"
"10895","SLC22A17"
"10896","CMTM5"
"10897","NGDN"
"10898","ZFHX2"
"10899","THTPA"
"10900","AP1G2"
"10901","RP11-66N24.3"
"10902","JPH4"
"10903","DHRS4-AS1"
"10904","DHRS4"
"10905","DHRS4L2"
"10906","LRRC16B"
"10907","NRL"
"10908","PCK2"
"10909","DCAF11"
"10910","FITM1"
"10911","PSME1"
"10912","EMC9"
"10913","RP11-468E2.5"
"10914","PSME2"
"10915","RNF31"
"10916","RP11-468E2.4"
"10917","IRF9"
"10918","REC8"
"10919","IPO4"
"10920","TM9SF1"
"10921","RP11-468E2.10"
"10922","CHMP4A"
"10923","MDP1"
"10924","NEDD8"
"10925","GMPR2"
"10926","TINF2"
"10927","TGM1"
"10928","RABGGTA"
"10929","DHRS1"
"10930","NOP9"
"10931","CIDEB"
"10932","LTB4R2"
"10933","LTB4R"
"10934","ADCY4"
"10935","RIPK3"
"10936","NYNRIN"
"10937","CBLN3"
"10938","KHNYN"
"10939","SDR39U1"
"10940","CTSG"
"10941","GZMH"
"10942","GZMB"
"10943","STXBP6"
"10944","LINC01551"
"10945","G2E3"
"10946","SCFD1"
"10947","COCH"
"10948","STRN3"
"10949","AP4S1"
"10950","HECTD1"
"10951","RP11-596D21.1"
"10952","HEATR5A"
"10953","RP11-176H8.1"
"10954","DTD2"
"10955","NUBPL"
"10956","ARHGAP5-AS1"
"10957","ARHGAP5"
"10958","AKAP6"
"10959","EGLN3"
"10960","SPTSSA"
"10961","EAPP"
"10962","SNX6"
"10963","CFL2"
"10964","BAZ1A"
"10965","RP11-73E17.2"
"10966","SRP54"
"10967","FAM177A1"
"10968","PPP2R3C"
"10969","KIAA0391"
"10970","PSMA6"
"10971","NFKBIA"
"10972","RALGAPA1"
"10973","BRMS1L"
"10974","MBIP"
"10975","SLC25A21"
"10976","SLC25A21-AS1"
"10977","MIPOL1"
"10978","CLEC14A"
"10979","SEC23A"
"10980","GEMIN2"
"10981","TRAPPC6B"
"10982","PNN"
"10983","CTAGE5"
"10984","RP11-407N17.5"
"10985","FBXO33"
"10986","C14orf28"
"10987","KLHL28"
"10988","FAM179B"
"10989","PRPF39"
"10990","FKBP3"
"10991","FANCM"
"10992","MIS18BP1"
"10993","RPS29"
"10994","LRR1"
"10995","RPL36AL"
"10996","MGAT2"
"10997","RP11-649E7.5"
"10998","DNAAF2"
"10999","POLE2"
"11000","KLHDC1"
"11001","KLHDC2"
"11002","NEMF"
"11003","RP11-596C23.6"
"11004","RP11-596C23.2"
"11005","ARF6"
"11006","LINC01588"
"11007","VCPKMT"
"11008","SOS2"
"11009","L2HGDH"
"11010","ATP5S"
"11011","RP11-247L20.4"
"11012","CDKL1"
"11013","MAP4K5"
"11014","ATL1"
"11015","SAV1"
"11016","NIN"
"11017","PYGL"
"11018","ABHD12B"
"11019","TMX1"
"11020","FRMD6"
"11021","FRMD6-AS1"
"11022","GNG2"
"11023","C14orf166"
"11024","NID2"
"11025","PTGDR"
"11026","PTGER2"
"11027","TXNDC16"
"11028","GPR137C"
"11029","ERO1A"
"11030","RP11-841O20.2"
"11031","PSMC6"
"11032","STYX"
"11033","GNPNAT1"
"11034","FERMT2"
"11035","DDHD1"
"11036","CDKN3"
"11037","CNIH1"
"11038","GMFB"
"11039","CGRRF1"
"11040","SAMD4A"
"11041","GCH1"
"11042","WDHD1"
"11043","SOCS4"
"11044","MAPK1IP1L"
"11045","LGALS3"
"11046","DLGAP5"
"11047","FBXO34"
"11048","ATG14"
"11049","KTN1-AS1"
"11050","KTN1"
"11051","CTD-2588E21.1"
"11052","PELI2"
"11053","RP11-930O11.3"
"11054","TMEM260"
"11055","EXOC5"
"11056","AP5M1"
"11057","NAA30"
"11058","C14orf37"
"11059","ACTR10"
"11060","PSMA3"
"11061","PSMA3-AS1"
"11062","ARID4A"
"11063","TIMM9"
"11064","KIAA0586"
"11065","DACT1"
"11066","DAAM1"
"11067","GPR135"
"11068","L3HYPDH"
"11069","JKAMP"
"11070","CCDC175"
"11071","RTN1"
"11072","PCNXL4"
"11073","DHRS7"
"11074","PPM1A"
"11075","MNAT1"
"11076","TRMT5"
"11077","SLC38A6"
"11078","PRKCH"
"11079","TMEM30B"
"11080","RP11-902B17.1"
"11081","RP11-47I22.2"
"11082","FLJ22447"
"11083","HIF1A"
"11084","HIF1A-AS2"
"11085","SNAPC1"
"11086","PPP2R5E"
"11087","CTD-2302E22.4"
"11088","WDR89"
"11089","CTD-2302E22.6"
"11090","SGPP1"
"11091","SYNE2"
"11092","ESR2"
"11093","RP11-544I20.2"
"11094","MTHFD1"
"11095","CTD-2555O16.4"
"11096","ZBTB25"
"11097","AKAP5"
"11098","ZBTB1"
"11099","HSPA2"
"11100","PLEKHG3"
"11101","SPTB"
"11102","CHURC1"
"11103","RAB15"
"11104","FNTB"
"11105","MAX"
"11106","FUT8"
"11107","FUT8-AS1"
"11108","RP11-72M17.1"
"11109","GPHN"
"11110","FAM71D"
"11111","MPP5"
"11112","ATP6V1D"
"11113","EIF2S1"
"11114","PLEK2"
"11115","TMEM229B"
"11116","PIGH"
"11117","ARG2"
"11118","VTI1B"
"11119","RDH11"
"11120","ZFYVE26"
"11121","RAD51B"
"11122","ZFP36L1"
"11123","ACTN1"
"11124","DCAF5"
"11125","EXD2"
"11126","ERH"
"11127","SLC39A9"
"11128","PLEKHD1"
"11129","SUSD6"
"11130","SRSF5"
"11131","SMOC1"
"11132","SLC8A3"
"11133","COX16"
"11134","SYNJ2BP"
"11135","ADAM20P1"
"11136","ADAM20"
"11137","MED6"
"11138","TTC9"
"11139","MAP3K9"
"11140","RP6-65G23.3"
"11141","RP1-292L20.3"
"11142","PCNX"
"11143","RP6-91H8.3"
"11144","RP1-261D10.2"
"11145","SIPA1L1"
"11146","DPF3"
"11147","DCAF4"
"11148","ZFYVE1"
"11149","RP11-109N23.4"
"11150","RBM25"
"11151","PSEN1"
"11152","PAPLN"
"11153","RP4-647C14.2"
"11154","RP4-647C14.3"
"11155","NUMB"
"11156","HEATR4"
"11157","C14orf169"
"11158","ACOT2"
"11159","ACOT4"
"11160","DNAL1"
"11161","PNMA1"
"11162","ELMSAN1"
"11163","RP5-1021I20.1"
"11164","PTGR2"
"11165","ZNF410"
"11166","RP5-1021I20.5"
"11167","FAM161B"
"11168","COQ6"
"11169","ENTPD5"
"11170","BBOF1"
"11171","ALDH6A1"
"11172","LIN52"
"11173","ABCD4"
"11174","NPC2"
"11175","ISCA2"
"11176","LTBP2"
"11177","AREL1"
"11178","FCF1"
"11179","YLPM1"
"11180","DLST"
"11181","RPS6KL1"
"11182","PGF"
"11183","EIF2B2"
"11184","RP11-950C14.3"
"11185","MLH3"
"11186","ACYP1"
"11187","ZC2HC1C"
"11188","NEK9"
"11189","TMED10"
"11190","CTD-3075F15.1"
"11191","FOS"
"11192","LINC01220"
"11193","RP11-293M10.6"
"11194","JDP2"
"11195","BATF"
"11196","FLVCR2"
"11197","TTLL5"
"11198","C14orf1"
"11199","IFT43"
"11200","TGFB3"
"11201","GPATCH2L"
"11202","VASH1"
"11203","RP11-488C13.5"
"11204","ANGEL1"
"11205","IRF2BPL"
"11206","RP11-7F17.8"
"11207","CIPC"
"11208","TMEM63C"
"11209","POMT2"
"11210","GSTZ1"
"11211","TMED8"
"11212","VIPAS39"
"11213","AHSA1"
"11214","SPTLC2"
"11215","ALKBH1"
"11216","SLIRP"
"11217","SNW1"
"11218","ADCK1"
"11219","CEP128"
"11220","GTF2A1"
"11221","CTD-2506P8.6"
"11222","STON2"
"11223","SEL1L"
"11224","CTD-2341M24.1"
"11225","GALC"
"11226","GPR65"
"11227","LINC01146"
"11228","KCNK10"
"11229","SPATA7"
"11230","ZC3H14"
"11231","EML5"
"11232","TTC8"
"11233","FOXN3"
"11234","FOXN3-AS1"
"11235","EFCAB11"
"11236","TDP1"
"11237","KCNK13"
"11238","PSMC1"
"11239","NRDE2"
"11240","RP11-471B22.3"
"11241","CALM1"
"11242","TTC7B"
"11243","RPS6KA5"
"11244","C14orf159"
"11245","GPR68"
"11246","CCDC88C"
"11247","PPP4R3A"
"11248","TC2N"
"11249","FBLN5"
"11250","TRIP11"
"11251","ATXN3"
"11252","NDUFB1"
"11253","CPSF2"
"11254","SLC24A4"
"11255","RIN3"
"11256","LGMN"
"11257","GOLGA5"
"11258","ITPK1"
"11259","ITPK1-AS1"
"11260","MOAP1"
"11261","TMEM251"
"11262","C14orf142"
"11263","UBR7"
"11264","BTBD7"
"11265","UNC79"
"11266","ASB2"
"11267","OTUB2"
"11268","DDX24"
"11269","IFI27L1"
"11270","IFI27"
"11271","IFI27L2"
"11272","SERPINA1"
"11273","GSC"
"11274","DICER1"
"11275","DICER1-AS1"
"11276","CLMN"
"11277","SYNE3"
"11278","RP11-1070N10.3"
"11279","SNHG10"
"11280","GLRX5"
"11281","TCL1B"
"11282","TCL1A"
"11283","RP11-164H13.1"
"11284","C14orf132"
"11285","ATG2B"
"11286","GSKIP"
"11287","AK7"
"11288","RP11-872J21.3"
"11289","PAPOLA"
"11290","RP11-433J8.1"
"11291","VRK1"
"11292","LINC00618"
"11293","CTD-2506J14.1"
"11294","LINC01550"
"11295","BCL11B"
"11296","SETD3"
"11297","CCNK"
"11298","CCDC85C"
"11299","RP11-543C4.1"
"11300","CYP46A1"
"11301","EVL"
"11302","DEGS2"
"11303","RP11-638I2.4"
"11304","YY1"
"11305","SLC25A29"
"11306","WARS"
"11307","WDR25"
"11308","BEGAIN"
"11309","MEG3"
"11310","SNHG23"
"11311","RP11-8L8.2"
"11312","LINC00239"
"11313","PPP2R5C"
"11314","CTD-2017C7.1"
"11315","RP11-1017G21.5"
"11316","RP11-1017G21.6"
"11317","DYNC1H1"
"11318","HSP90AA1"
"11319","WDR20"
"11320","MOK"
"11321","ZNF839"
"11322","CINP"
"11323","TECPR2"
"11324","ANKRD9"
"11325","RCOR1"
"11326","TRAF3"
"11327","AMN"
"11328","CDC42BPB"
"11329","TNFAIP2"
"11330","EIF5"
"11331","MARK3"
"11332","CKB"
"11333","RP11-600F24.7"
"11334","TRMT61A"
"11335","BAG5"
"11336","KLC1"
"11337","APOPT1"
"11338","RP11-894P9.1"
"11339","RP11-73M18.10"
"11340","XRCC3"
"11341","ZFYVE21"
"11342","PPP1R13B"
"11343","C14orf2"
"11344","TDRD9"
"11345","KIF26A"
"11346","INF2"
"11347","ADSSL1"
"11348","SIVA1"
"11349","AKT1"
"11350","ZBTB42"
"11351","LINC00638"
"11352","PLD4"
"11353","C14orf79"
"11354","CDCA4"
"11355","GPR132"
"11356","RP11-44N21.1"
"11357","NUDT14"
"11358","BRF1"
"11359","BTBD6"
"11360","PACS2"
"11361","TEX22"
"11362","RP11-521B24.3"
"11363","MTA1"
"11364","CRIP2"
"11365","CRIP1"
"11366","C14orf80"
"11367","TMEM121"
"11368","IGHA2"
"11369","AL928742.12"
"11370","IGHE"
"11371","IGHG4"
"11372","IGHG2"
"11373","IGHGP"
"11374","AL928768.3"
"11375","IGHA1"
"11376","IGHEP1"
"11377","IGHG1"
"11378","IGHG3"
"11379","IGHD"
"11380","IGHM"
"11381","KIAA0125"
"11382","IGHV4-4"
"11383","IGHV3-7"
"11384","IGHV3-11"
"11385","IGHV3-15"
"11386","IGHV1-18"
"11387","IGHV3-21"
"11388","IGHV3-23"
"11389","IGHV1-24"
"11390","IGHV3-30"
"11391","IGHV3-33"
"11392","IGHV4-39"
"11393","IGHV3-48"
"11394","IGHV5-51"
"11395","IGHV4-59"
"11396","IGHV1-69-2"
"11397","IGHV3-72"
"11398","IGHV3-74"
"11399","NIPA1"
"11400","NIPA2"
"11401","CYFIP1"
"11402","TUBGCP5"
"11403","NDN"
"11404","SNRPN"
"11405","SNURF"
"11406","RP11-701H24.9"
"11407","PWAR6"
"11408","UBE3A"
"11409","ATP10A"
"11410","HERC2"
"11411","APBA2"
"11412","NSMCE3"
"11413","CHRFAM7A"
"11414","GOLGA8R"
"11415","GOLGA8Q"
"11416","RP11-932O9.8"
"11417","RP11-932O9.9"
"11418","ARHGAP11B"
"11419","RP11-932O9.10"
"11420","FAN1"
"11421","MTMR10"
"11422","RP11-16E12.1"
"11423","RP11-16E12.2"
"11424","KLF13"
"11425","OTUD7A"
"11426","RP11-1000B6.3"
"11427","RP11-1000B6.8"
"11428","GOLGA8N"
"11429","RP11-1000B6.5"
"11430","ARHGAP11A"
"11431","GREM1"
"11432","FMN1"
"11433","RP11-489D6.2"
"11434","RYR3"
"11435","RP11-3D4.3"
"11436","AVEN"
"11437","EMC7"
"11438","PGBD4"
"11439","KATNBL1"
"11440","EMC4"
"11441","SLC12A6"
"11442","NOP10"
"11443","LPCAT4"
"11444","GOLGA8A"
"11445","GOLGA8B"
"11446","AQR"
"11447","ZNF770"
"11448","DPH6"
"11449","C15orf41"
"11450","RP11-1008C21.1"
"11451","SPRED1"
"11452","FAM98B"
"11453","RASGRP1"
"11454","RP11-275I4.1"
"11455","RP11-275I4.2"
"11456","THBS1"
"11457","FSIP1"
"11458","RP11-37C7.3"
"11459","EIF2AK4"
"11460","SRP14"
"11461","SRP14-AS1"
"11462","BMF"
"11463","BUB1B"
"11464","PAK6"
"11465","PLCB2"
"11466","INAFM2"
"11467","C15orf52"
"11468","DISP2"
"11469","KNSTRN"
"11470","IVD"
"11471","BAHD1"
"11472","CHST14"
"11473","C15orf57"
"11474","RPUSD2"
"11475","CASC5"
"11476","RAD51"
"11477","RMDN3"
"11478","GCHFR"
"11479","DNAJC17"
"11480","ZFYVE19"
"11481","RP11-532F12.5"
"11482","SPINT1"
"11483","VPS18"
"11484","CHAC1"
"11485","INO80"
"11486","CHP1"
"11487","OIP5"
"11488","NUSAP1"
"11489","NDUFAF1"
"11490","RTF1"
"11491","ITPKA"
"11492","LTK"
"11493","RPAP1"
"11494","TYRO3"
"11495","MGA"
"11496","RP11-107F6.3"
"11497","MAPKBP1"
"11498","AC073657.1"
"11499","JMJD7-PLA2G4B"
"11500","SPTBN5"
"11501","RP11-23P13.6"
"11502","EHD4"
"11503","VPS39"
"11504","TMEM87A"
"11505","GANC"
"11506","CAPN3"
"11507","ZNF106"
"11508","SNAP23"
"11509","RP11-265N6.1"
"11510","LRRC57"
"11511","HAUS2"
"11512","STARD9"
"11513","CDAN1"
"11514","TTBK2"
"11515","CTD-2036P10.3"
"11516","UBR1"
"11517","EPB42"
"11518","TMEM62"
"11519","CCNDBP1"
"11520","LCMT2"
"11521","ADAL"
"11522","ZSCAN29"
"11523","TUBGCP4"
"11524","TP53BP1"
"11525","MAP1A"
"11526","PPIP5K1"
"11527","CATSPER2"
"11528","PDIA3"
"11529","SERF2"
"11530","HYPK"
"11531","MFAP1"
"11532","WDR76"
"11533","CASC4"
"11534","CTDSPL2"
"11535","EIF3J-AS1"
"11536","EIF3J"
"11537","SPG11"
"11538","PATL2"
"11539","B2M"
"11540","TRIM69"
"11541","SORD"
"11542","DUOX1"
"11543","SHF"
"11544","CTD-2651B20.3"
"11545","SLC28A2"
"11546","GATM"
"11547","GATM-AS1"
"11548","SPATA5L1"
"11549","C15orf48"
"11550","SLC30A4"
"11551","RP11-96O20.5"
"11552","BLOC1S6"
"11553","SQRDL"
"11554","CTD-2306A12.1"
"11555","MYEF2"
"11556","RP11-154J22.1"
"11557","DUT"
"11558","FBN1"
"11559","CEP152"
"11560","EID1"
"11561","SECISBP2L"
"11562","COPS2"
"11563","GALK2"
"11564","FAM227B"
"11565","RP11-295H24.4"
"11566","FGF7"
"11567","DTWD1"
"11568","ATP8B4"
"11569","SLC27A2"
"11570","HDC"
"11571","GABPB1"
"11572","GABPB1-AS1"
"11573","CTD-3110H11.1"
"11574","USP8"
"11575","TRPM7"
"11576","SPPL2A"
"11577","CTD-2378E12.1"
"11578","AP4E1"
"11579","DMXL2"
"11580","LYSMD2"
"11581","TMOD2"
"11582","TMOD3"
"11583","LEO1"
"11584","MAPK6"
"11585","BCL2L10"
"11586","GNB5"
"11587","CTD-2184D3.6"
"11588","RP11-430B1.2"
"11589","MYO5C"
"11590","MYO5A"
"11591","ARPP19"
"11592","FAM214A"
"11593","RSL24D1"
"11594","RAB27A"
"11595","PIGBOS1"
"11596","PIGB"
"11597","CCPG1"
"11598","C15orf65"
"11599","DYX1C1"
"11600","PYGO1"
"11601","NEDD4"
"11602","RFX7"
"11603","TEX9"
"11604","RP11-48G14.2"
"11605","MNS1"
"11606","ZNF280D"
"11607","RP11-323F24.3"
"11608","TCF12"
"11609","LINC00926"
"11610","MYZAP"
"11611","POLR2M"
"11612","AQP9"
"11613","LIPC"
"11614","ADAM10"
"11615","FAM63B"
"11616","RNF111"
"11617","SLTM"
"11618","CCNB2"
"11619","MYO1E"
"11620","FAM81A"
"11621","GTF2A2"
"11622","BNIP2"
"11623","ANXA2"
"11624","ICE2"
"11625","RORA-AS1"
"11626","RORA"
"11627","CTD-2501E16.2"
"11628","VPS13C"
"11629","TLN2"
"11630","TPM1"
"11631","RP11-244F12.3"
"11632","LACTB"
"11633","RPS27L"
"11634","RAB8B"
"11635","APH1B"
"11636","AC007950.2"
"11637","USP3"
"11638","USP3-AS1"
"11639","FBXL22"
"11640","HERC1"
"11641","DAPK2"
"11642","FAM96A"
"11643","SNX1"
"11644","SNX22"
"11645","PPIB"
"11646","CSNK1G1"
"11647","KIAA0101"
"11648","TRIP4"
"11649","ZNF609"
"11650","OAZ2"
"11651","AC100830.4"
"11652","AC100830.5"
"11653","AC100830.3"
"11654","RBPMS2"
"11655","PIF1"
"11656","PLEKHO2"
"11657","ANKDD1A"
"11658","CTD-2017F17.2"
"11659","SPG21"
"11660","MTFMT"
"11661","UBAP1L"
"11662","PDCD7"
"11663","CLPX"
"11664","PARP16"
"11665","DPP8"
"11666","HACD3"
"11667","VWA9"
"11668","SLC24A1"
"11669","RP11-16E23.5"
"11670","DENND4A"
"11671","RAB11A"
"11672","MEGF11"
"11673","DIS3L"
"11674","TIPIN"
"11675","MAP2K1"
"11676","CTD-3185P2.1"
"11677","SNAPC5"
"11678","RPL4"
"11679","ZWILCH"
"11680","LCTL"
"11681","SMAD3"
"11682","AAGAB"
"11683","IQCH"
"11684","IQCH-AS1"
"11685","C15orf61"
"11686","RP11-502I4.3"
"11687","MAP2K5"
"11688","PIAS1"
"11689","CALML4"
"11690","CLN6"
"11691","RP11-315D16.4"
"11692","FEM1B"
"11693","ANP32A"
"11694","SPESP1"
"11695","GLCE"
"11696","KIF23"
"11697","RPLP1"
"11698","PCAT29"
"11699","TLE3"
"11700","UACA"
"11701","LRRC49"
"11702","THAP10"
"11703","MYO9A"
"11704","SENP8"
"11705","PKM"
"11706","PARP6"
"11707","HEXA"
"11708","HEXA-AS1"
"11709","RP11-1007O24.3"
"11710","RP11-1007O24.2"
"11711","ARIH1"
"11712","BBS4"
"11713","ADPGK"
"11714","ADPGK-AS1"
"11715","NEO1"
"11716","NPTN"
"11717","CD276"
"11718","LOXL1-AS1"
"11719","LOXL1"
"11720","STOML1"
"11721","PML"
"11722","SEMA7A"
"11723","UBL7"
"11724","UBL7-AS1"
"11725","ARID3B"
"11726","CLK3"
"11727","CTD-3154N5.2"
"11728","EDC3"
"11729","CSK"
"11730","ULK3"
"11731","SCAMP2"
"11732","MPI"
"11733","FAM219B"
"11734","COX5A"
"11735","RPP25"
"11736","SCAMP5"
"11737","PPCDC"
"11738","C15orf39"
"11739","COMMD4"
"11740","RP11-817O13.9"
"11741","NEIL1"
"11742","MAN2C1"
"11743","RP11-817O13.8"
"11744","SIN3A"
"11745","PTPN9"
"11746","SNUPN"
"11747","IMP3"
"11748","CTD-2026K11.4"
"11749","SNX33"
"11750","UBE2Q2"
"11751","FBXO22"
"11752","NRG4"
"11753","ETFA"
"11754","SCAPER"
"11755","RCN2"
"11756","PSTPIP1"
"11757","TSPAN3"
"11758","PEAK1"
"11759","HMG20A"
"11760","TBC1D2B"
"11761","CIB2"
"11762","IDH3A"
"11763","ACSBG1"
"11764","DNAJA4"
"11765","WDR61"
"11766","CRABP1"
"11767","IREB2"
"11768","HYKK"
"11769","PSMA4"
"11770","CHRNA5"
"11771","MORF4L1"
"11772","CTSH"
"11773","RASGRF1"
"11774","TMED3"
"11775","MTHFS"
"11776","ST20"
"11777","ST20-AS1"
"11778","BCL2A1"
"11779","ZFAND6"
"11780","FAH"
"11781","ABHD17C"
"11782","MESDC2"
"11783","RP11-775C24.5"
"11784","MESDC1"
"11785","IL16"
"11786","STARD5"
"11787","TMC3-AS1"
"11788","CTD-2240J17.4"
"11789","CTD-2034I4.2"
"11790","RP11-499F3.2"
"11791","MEX3B"
"11792","EFTUD1"
"11793","SAXO2"
"11794","GOLGA6L10"
"11795","GOLGA6L9"
"11796","RPS17"
"11797","CPEB1-AS1"
"11798","RP11-752G15.8"
"11799","SNHG21"
"11800","WHAMM"
"11801","HOMER2"
"11802","FAM103A1"
"11803","C15orf40"
"11804","BTBD1"
"11805","TM6SF1"
"11806","RP11-382A20.3"
"11807","RP11-382A20.4"
"11808","SH3GL3"
"11809","GOLGA6L4"
"11810","RP11-182J1.17"
"11811","ZSCAN2"
"11812","RP11-182J1.3"
"11813","WDR73"
"11814","NMB"
"11815","SEC11A"
"11816","ZNF592"
"11817","PDE8A"
"11818","AKAP13"
"11819","RP11-158M2.3"
"11820","KLHL25"
"11821","MRPL46"
"11822","MRPS11"
"11823","DET1"
"11824","AEN"
"11825","ISG20"
"11826","HAPLN3"
"11827","MFGE8"
"11828","ABHD2"
"11829","FANCI"
"11830","POLG"
"11831","RP11-217B1.2"
"11832","MIR9-3HG"
"11833","TICRR"
"11834","KIF7"
"11835","PEX11A"
"11836","WDR93"
"11837","MESP1"
"11838","MESP2"
"11839","ANPEP"
"11840","AP3S2"
"11841","ARPIN"
"11842","ZNF710"
"11843","RP11-617F23.1"
"11844","IDH2"
"11845","SEMA4B"
"11846","CIB1"
"11847","GDPGP1"
"11848","NGRN"
"11849","ZNF774"
"11850","IQGAP1"
"11851","CRTC3"
"11852","CTD-3065B20.2"
"11853","BLM"
"11854","FURIN"
"11855","FES"
"11856","MAN2A2"
"11857","HDDC3"
"11858","UNC45A"
"11859","AC068831.6"
"11860","RCCD1"
"11861","PRC1"
"11862","VPS33B"
"11863","AC068831.10"
"11864","AC068831.16"
"11865","CRAT37"
"11866","SLCO3A1"
"11867","FAM174B"
"11868","RP11-437B10.1"
"11869","CHD2"
"11870","RGMA"
"11871","RP11-76E17.3"
"11872","MCTP2"
"11873","RP11-255M2.3"
"11874","LINC00924"
"11875","LINC00923"
"11876","ARRDC4"
"11877","IGF1R"
"11878","RP11-6O2.2"
"11879","SYNM"
"11880","TTC23"
"11881","LRRC28"
"11882","MEF2A"
"11883","LYSMD4"
"11884","CTD-2054N24.2"
